# nextLevelClosed 13
# nextLevelOpen 12

# 5 6		# 6 5
# 7 8		# 8 7
# 9 10		# 10 9
# 26 27	# 27 26

# 11 0

# count 27

# width 16 
# height 16 

# textureMap 
62 39 49	115 62 57 	115 62 57 	24 20 37 	24 20 37 	115 62 57 	115 62 57 	115 62 57 	115 62 57 	115 62 57 	135 77 64 	24 20 37 	24 20 37 	47 31 44 	47 31 44 	47 31 44 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 
0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0	 	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0 
0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  	0 0 0  
58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	0 0 0  	0 0 0  	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	0 0 0  	0 0 0  	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	0 0 0  	0 0 0  	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 

58 68 102 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	69 82 114 	0 0 0  	0 0 0  	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	0 0 0  	0 0 0  	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	0 0 0  	0 0 0  	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 
38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	0 0 0  	0 0 0  	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	200 200 200  200 200 200  200 200 200  200 200 200  	200 200 200  200 200 200  200 200 200  	200 200 200  58 68 102 	58 68 102 	58 68 102 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	200 200 200  0 0 0  	0 0 0  	0 0 0    	0 0 0  	0 0 0  	0 0 0  	200 200 200  58 68 102 	58 68 102 	58 68 102 	69 82 114 
0 0 0  	0 0 0  	0 0 0  	0 0 0  	200 200 200  200 200 200  200 200 200  200 200 200  	200 200 200  200 200 200  200 200 200  	200 200 200  0 0 0  	0 0 0  	0 0 0  	0 0 0  
0 0 0  	0 0 0  	0 0 0  	0 0 0  	200 200 200  0 0 0  	0 0 0  	0 0 0    	0 0 0  	0 0 0  	0 0 0  	200 200 200  0 0 0  	0 0 0  	0 0 0  	0 0 0  
58 68 102 	58 68 102 	69 82 114 	38 43 68 	200 200 200  200 200 200  200 200 200  200 200 200  	200 200 200  200 200 200  200 200 200  	200 200 200  58 68 102 	58 68 102 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 

58 68 102 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	58 68 102 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 
38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 
69 82 114 	69 82 114 	69 82 114 	38 43 68 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	34 38 61 	69 82 114 	69 82 114 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	200 200 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	200 200 0 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	200 200 0 	200 200 0 	200 200 0 	200 200 0 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 

58 68 102 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	58 68 102 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102
58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 
38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 
69 82 114 	69 82 114 	69 82 114 	38 43 68 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0	34 38 61 	69 82 114 	69 82 114 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	255 255 0	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	255 255 0 	255 255 0 	255 255 0 	255 255 0 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 	69 82 114 	38 43 68 	69 82 114 	69 82 114 	58 68 102 	58 68 102 	69 82 114 	69 82 114 	69 82 114 
38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	38 43 68 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	69 82 114 	34 38 61 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 	58 68 102 
34 38 61 	34 38 61 	38 43 68 	38 43 68 	38 43 68 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	34 38 61 	38 43 68 	38 43 68 	34 38 61 	34 38 61 
